,0
2555,"I am youtuber 
में youtuber हूं
Mera suhail khan demo channel he
मेरा सुहैल खान डेमो चैनल है
mere channel se aap ka Help Ho sakta he
मेरे चैनल से आप का हेल्प हो सकता है 
️️Nice video ️️"
2556,Masterpiece loading...Waiting for Akki
2557,Akki is back by bringing Bollywood ️
2558,Sabhi hindustani sanatani premiyon ko jai Shree Ram ki jai ️this epic s great blockbuster history 
2559,I will surely watch this movie in theatre. I love my culture. I will promote it. Jai Shree Ram!
2560,OMG_Every scene is goosebumps
2561,Sensational! Finally an Akshay Kumar movie looking super awesome
2562,Goosebumps 
2563,"This movie will do somthing in recent bad time period of bollywood , this movie will go ahead  awesome presentation, waiting for the final broadcast... "
2564,Now this is looking like a really good movie....all the best guyzzz please don't disappoint this time bollywood
2565,Goosebumps moment ️
2566,Goosebumps 
2567,Goosebumps
2568,This is what we wanted from Bollywood  love you
2569,Finally something new jai sree ram 
2570,Now this is what I’m gonna watch ️️️
2571,Good to see akshay ji in long awaited character
2572,Khiladi : The OG is back 
2573,️ Akki sir ️ Wish you very good luck sir ️
2574,"This BJM creates another level Adrenaline Rush ️
JAI SHREE RAM ️..."
2575,Outstanding trailer 
2576,This was epic Jai shree ram 
2577,Very excited for this masterpiece
2578,Such  a wonderful  movie ️
2579,This movie needs to b a  huge blockbuster  as compare to other movies
2580,"Bhai akki dil jeet liya ,i will definitely watch this fill in theatre ,good job ,ak is back, JAI SHREE RAM...."
2581,So finally Bollywood has come back at  largest Entertainer movies All The Best to Movie makers
2582,Wow man! What a well compiled trailer. The movie seems truly promising. Best wishes to the movie & its artists  Jai Shri Ram. ️
2583,JAI SHREE RAM ️
2584,Looks Massive & Promising 
2585,"I wish this masterpiece will be the blockbuster
Jai Shree Ram ️️"
2586,"This gets never boycotted 
Because the voice of Jai Sri Ram"
2587,One word only I will watch it definitely EPIC
2588,"Cinematography 
Color grading 
Graphic (VFX)- very very Normal 
Over all- loved it "
2589,"That's the comeback of our favourite    KHILADI KUMAR
 JAY SHRI RAM "
2590,Now akshay back with his original form . I can bet this will going to be a blockbuster . #jaishriram
2591,"Actor is not a matter content is Matter, Religion is matter.... All the best entire team ."
2592,Jai shri Ram ️
2593,Fullon Goosebumps
2594,Amazing trailor after long time.Jai shree ram 
2595,Finally a movie I am looking forward too
2596,How does akshay do so many films..that too so unique....he is real boss of bollywood for me....i think hes the reason i still watch bollywood mostly....
2597,Masterpiece 
2598,Soo excited for this 
2599,Definately watching it in theatres
2600,'Ek admi he jo ye kar sakta he' became every bollywood films common dialog
2601,Now this what we called an Original and new Concept... What a Trailer... Hats off to you all and All the very Best... Jai Shree Ram 
2602,Goosebumps
2603,Just ...Fire ..And Goosebumps 
2604,Jai Sri Ram! It kind of gives Indiana Jones and National Treasure type vibes. Want it to be a blockbuster internationally too....
2605,whatta trailer  Blockbuster written all over it
2606,"Goosebumps....
Ram Ram Ram "
2607,Finally a original concept and it looks awesome
2608,Goosebumps 
2609,We need #AkshayKumar in A Different Look and Different Acting. All the best 
2610,"This time crossed 100cr club
Awesome teaser
Nice subject "
2611,Waiting for this️ this'll be a nice movie
2612,Now old akshay is back 
2613,This is masterpiece 
2614,Akshay sir never disappoints us except juba kesari.
2615,Bollywood se umeed haar chuke yuva ke taraf se 4.5  rating 
2616,Akshay Kumar always hope  for Bollywood. Umid kartea he Ram Setu sabki dil jetiga ️. Jai Shree Ram⚘️
2617,"Next level movie ️
Love from Nepal 🇳🇵"
2618,Finally something exciting and new offering from bollywood
2619,"If I ever watch this, I will watch it on prime videos, that's it"
2620,If direction is gud this is gonna be a real adventure to watch
2621,masterpiece ️️️
2622,I waiting for this.... Suuperb.. And many many much better than adipurush
2623,Last scene goosebumps 
2624,Happy to see SAYYADEV tollywood talented actor with AKSHAY SIR. All the best team
2625,I see consecutive 10 times this trailer and feels every time big much heavier goosebumps. 
2626,"Eager to watch, Awesome Akshay Sir!"
2627,Finally something good is coming again in Bollywood.
2628,Great Trailer. Got Goosebumps 
2629,Incredible 
2630,Love you akshay sir..️
2631,Now this is interesting 
2632,amazing....
2633,"Pata nahi Kese par 
Goosebumps Suddenly aane lage ️"
2634,This is epic 
2635,I wish this would be comeback for Akshay Kumar 
2636,This trailer is my best Birthday gift.
2637,"Goosebumps every moment 
Jay shree ram"
2638,Goosebumps ..Jai Shree Ram 
2639,Outstanding 
2640,Amazing 
2641,Just epic ...️️️
2642,After this and adipurish movie vfx my respect for brahmastra increasing day by day
2643,Jai Sri Ram ️️
2644,"Original Story and Great Concept..
It will be a blockbuster ️️️"
2645,"Superb content
Visual effects "
2646,"I'm so happy that finally our film industries and producing film with these content 
Thank..!!"
2647,1000 times Better than Adipurush ️
2648,"After a long time, Something New..
Jai Shree Ram "
2649,"Different story , different concept , look great ,"
2650,Looks good 
2651,Loved and definitely going to watch it
2652,Hope this time Bollywood won’t offend our feelings bolo #jayshreeram 
2653,"Jai Sree Ram 
Give goosebumps "
2654,World class BGM... 
2655,Finally a blockbuster is arriving in bollywood ️
2656,Superb 
2657,what a Bgm ️️️️️‍️‍️‍
2658,Best concept...I love it..
2659,"High expectations with this film, overall good "
2660,Something interesting! Hopefully it can save Akshay's Career
2661,Superb ️
2662,After so many time I saw a Perfect trailer...jyada kuch show nhi kiya . .public theatre tak jaroor jayegi movie  dekhne
2663,Bgm is awesome pure goosebump 
2664,World's best trailer in 2022 and this all time blockbuster.  
2665,A must watch movie.
2666,Seems to be a blockbuster but without good BGM I don't think so 
2667,History told yeh hui na baat . Akki is back with good history
2668,Best tribute to Sri Ram
2669,Beautiful jai shree ram
2670,100 % RESPECT
2671,"Khatarnak BGM
GOOSEBUMPS
JAY SHRI RAM"
2672,Thissssss one is Superb Man!!!!
2673,Jai Shree Ram 
2674,I MISS OLD AKSHAY KUMAR 
2675,"️జై శ్రీ రామ్️
️Jai sree ram"
2676,"This is gonna be amazing movie ️‍
Can't wait to see Jacqueline "
2677,Thanks for this amazing trailor
2678,Seems to be exciting adventure.
2679,"Feeling goosebumps ️️️
Love you Akshay ️️️"
2680,Canadian citizen cares so much for Indian history good to see
2681,"Goosebumps every moment
Jay Shri Ram "
2682,What a comeback Akki
2683,that Nicholas Cage look for Akshay and somehow he sleepwalks through a role without that conviction in his face! Looks like movie what will probably have a good start and then taper down quickly like quick sand..
2684,"Bollywood ke khiladi kumar Akshay Kumar is here 
Gajab yaar... 
A best diwali gift for us... ️️"
2685,BGM 
2686,Man akshay is full blown khiladi...he will not let go a single chance to make big bucks...at whatever cost 
2687,️
2688,what a story <3
2689,Looks very promising
2690,"I hope this movie be as pure as my Raam Setu, there should not be any over drama just the amazing facts about Raam Setu."
2691,"Ab maja aayga 
Akshay ki movie se"
2692,Akshay Kumar is super 
2693,Jai Siya  Raam 
2694,This is the movie we are waiting for.. Jai Shree Ram
2695,So excitement 
2696,The thing is they called it history rather than mythology ️️️️️ jai shree ram
2697,02:11 give me goosebumps 
2698,"This movie going to be a superhit movie.. 
Are you agree ??"
2699,lovely.... new concept.. decided to pay money in theatre for bollywood after long time .
2700,Jai shree ram 
2701,Jay Sri Ram ️️️
2702,amazing 
2703,"1:37 that ""JAI SHREE RAM "" "
2704,
2705,"Want full version of Ram! Ram!  Ram!  released, as soon as possible, Who else want the same?"
2706,"आप बॉलीवुड के हो या हॉलीवुड के या टॉलीवुड के हमे फर्क नी पड़ता है लेकिन हा।।

हम रामसेतु मूवी को ब्लॉकबस्टर हिट करवाएंगे ।। रामसेतु सिर्फ एक है ।।
।।। जय जय श्री राम ।।"
2707,It's really looks great.
2708,"Jai shri Ram, Love from Bangladesh 🇧🇩️"
2709,What a diligence delivered by akshya kumar ram ji ka mandir lakho ha magar ram setu sirf ek
2710,This type of movie we need 
2711,Jai Shree Ram.... Jai Shree Ram... Jai Shree Ram... Raja Ram 
2712,सभी हिंदुस्तानी बहन- भाइयों को आनेवाली दिवाली की शुभकामनाएं ! love from #desyncjay
2713,Blockbuster written ............Duniya me Shri Ram  me
2714,shaandar moovie Jai Shri Ram 
2715,BGM and Akki Sir
2716,1:13 This is where I got goosebumps 
2717,Jai shree ram 
2718,
2719,After many bollywood flops  these shows some impressive story line... Good work #TeamRamSetu
2720,Baap of Bollywood Akshay kumar 
2721,Jai Shri Ram 
2722,Come back akki. Jai sri RAM.️🇮🇳️
2723,बोलो सियावर रामचंद्र जी की जय 
2724,️️
2725,Akshay Kumar ji kitne dino ke bad hogi apki super hit movie  nice
2726,"मैं मुस्लिम ही पर हिन्दु धर्म जैसा कोई धर्म नही है ।
जय श्री राम"
2727,Akshay kumar is back in his zone be ready for this amazing roller coaster ride 
2728,Bgm  cinematography good but wtf are these VFX 
2729,Indian cinema ka official Bap Mega star Akshay Kumar 
2730,Blockbuster
